mlbam_id,GS,W,L,CG,SHO,SV,BS,HLD,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP
650496,11,1,7,0,0,0,0,0,52.1,60,48,48,13,24,0,47,3,2,2
641703,2,0,0,0,0,0,0,1,4.1,5,4,4,2,3,0,4,0,0,0
592254,2,0,1,0,0,0,0,0,18.1,22,17,17,4,11,0,33,2,0,3
656730,0,1,2,0,0,0,0,1,23.2,36,24,22,7,8,1,30,1,0,5
664337,3,0,2,0,0,0,0,0,15.0,17,14,14,6,7,0,11,1,0,0
593604,0,0,1,0,0,0,4,3,10.2,10,10,10,3,7,0,12,0,0,1
592145,0,0,0,0,0,0,0,0,10.2,10,10,10,1,8,0,11,2,0,4
641312,0,0,0,0,0,0,0,0,23.1,36,30,22,4,12,1,19,2,0,3
606965,0,1,0,0,0,1,2,1,7.1,11,7,7,2,2,0,5,1,0,0
664875,0,1,0,0,0,0,1,2,16.2,21,16,16,0,19,1,17,0,0,2
595191,4,0,2,0,0,0,0,0,19.2,30,24,19,9,10,2,13,3,0,0
605138,2,0,2,0,0,0,1,0,22.2,29,23,22,6,17,0,19,0,0,1
656793,2,0,2,0,0,0,1,0,14.1,15,16,14,0,16,0,22,3,0,5
665854,1,1,2,0,0,0,0,0,29.2,33,32,29,4,26,1,31,2,0,2
660620,0,0,0,0,0,0,0,0,1.0,2,1,1,0,0,0,0,0,0,0
476454,0,0,0,0,0,0,0,0,1.0,0,1,1,0,1,0,1,1,0,0
642659,0,0,0,0,0,0,0,0,2.0,2,2,2,0,1,0,0,0,0,0
491703,0,0,1,0,0,0,1,0,4.0,5,4,4,1,1,0,3,1,0,0
501789,0,0,1,0,0,0,0,0,6.0,7,6,6,1,3,0,9,0,0,0
592407,0,0,0,0,0,0,0,0,1.0,1,1,1,1,1,0,0,1,0,0
669276,0,0,0,0,0,0,0,0,2.0,3,2,2,1,0,0,3,0,0,0
656669,0,0,0,0,0,0,0,0,1.0,2,1,1,1,0,0,0,0,0,0
650347,0,0,0,0,0,0,0,0,12.0,13,12,12,3,8,1,4,1,0,0
571912,0,0,0,0,0,0,0,0,1.0,2,1,1,1,0,0,0,0,0,0
665896,0,0,1,0,0,0,1,0,4.0,4,5,4,1,3,0,5,0,0,0
606213,0,0,0,0,0,0,0,0,1.0,3,1,1,0,2,0,0,0,0,0
600944,0,0,0,0,0,0,0,0,2.0,3,2,2,1,0,0,0,0,0,0
607054,0,0,0,0,0,0,0,0,2.0,4,2,2,0,1,0,2,0,0,0
621433,0,0,0,0,0,0,0,0,1.0,2,1,1,0,2,0,0,0,1,0
461865,0,0,0,0,0,0,0,0,1.0,2,1,1,1,0,0,1,0,0,0
592789,2,0,1,0,0,0,0,0,2.0,3,2,2,1,0,0,2,0,0,0
643565,0,0,0,0,0,0,0,0,1.0,3,1,1,0,0,0,0,0,0,0
592859,0,0,0,0,0,0,0,0,1.0,2,1,1,1,0,0,0,0,0,0
642851,0,0,0,0,0,0,0,0,1.0,1,1,1,1,0,0,0,0,0,0
571676,3,0,2,0,0,0,0,0,14.2,20,15,15,4,9,0,11,2,0,3
571946,0,0,1,0,0,0,0,2,12.2,16,13,13,3,11,0,8,1,0,0
657248,6,0,3,0,0,0,0,0,23.1,32,24,24,2,8,0,28,2,0,1
674944,0,0,1,0,0,0,0,0,20.1,31,22,21,1,10,1,15,2,0,2
